method,model,dataset,loss,accuracy,auc,loss_test_hosp_0,accuracy_test_hosp_0,auc_test_hosp_0,loss_test_hosp_2,accuracy_test_hosp_2,auc_test_hosp_2,loss_test_hosp_3,accuracy_test_hosp_3,auc_test_hosp_3,AUC_tumor,AUC_stroma,AUC_complex,AUC_lympho,AUC_debris,AUC_mucosa,AUC_adipose,AUC_empty,AUC_Atelectasis,AUC_Cardiomegaly,AUC_Consolidation,AUC_Edema,AUC_Pleural_Effusion,AUC_0,AUC_1,AUC_2,AUC_3
fc_then_full,resnet50v2,malaria,0.08721174299717,0.971456229686737,0.994431018829346,,,,,,,,,,,,,,,,,,,,,,,,,,
fc_then_full,resnet50v2,malaria,0.081705935274319,0.976269266718629,0.99712428567567,,,,,,,,,,,,,,,,,,,,,,,,,,
fc_then_full,resnet50v2,malaria,0.100447866616422,0.962732170865655,0.99062498432487,,,,,,,,,,,,,,,,,,,,,,,,,,
fc,resnet50v2,malaria,0.225372329354286,0.915820002555847,0.96915990114212,,,,,,,,,,,,,,,,,,,,,,,,,,
fc,resnet50v2,malaria,0.223626736725944,0.921839348802986,0.981568154547678,,,,,,,,,,,,,,,,,,,,,,,,,,
fc,resnet50v2,malaria,0.226459614954098,0.907883616459499,0.961460662270922,,,,,,,,,,,,,,,,,,,,,,,,,,
fc_then_bn,resnet50v2,malaria,0.100602090358734,0.968795359134674,0.991671442985535,,,,,,,,,,,,,,,,,,,,,,,,,,
fc_then_bn,resnet50v2,malaria,0.106747099284184,0.95731243680926,0.989686660207617,,,,,,,,,,,,,,,,,,,,,,,,,,
fc_then_bn,resnet50v2,malaria,0.093824519402905,0.973299638880996,0.995090082281406,,,,,,,,,,,,,,,,,,,,,,,,,,
random_weights_bn_and_fc,resnet50v2,malaria,0.145510286092758,0.951862573623657,0.984683811664581,,,,,,,,,,,,,,,,,,,,,,,,,,
random_weights_bn_and_fc,resnet50v2,malaria,0.178262216291826,0.927654447313271,0.970797438224622,,,,,,,,,,,,,,,,,,,,,,,,,,
random_weights_bn_and_fc,resnet50v2,malaria,0.375101506710052,0.871069192886353,0.929397821426392,,,,,,,,,,,,,,,,,,,,,,,,,,
random_weights_bn_and_fc,resnet50v2,malaria,0.413135760577495,0.856723182319491,0.925817465133975,,,,,,,,,,,,,,,,,,,,,,,,,,
random_weights_bn_training_and_fc,resnet50v2,malaria,0.204559653997421,0.923560738563538,0.973998010158539,,,,,,,,,,,,,,,,,,,,,,,,,,
random_weights_bn_training_and_fc,resnet50v2,malaria,0.238847305179657,0.901145989751012,0.923224372127706,,,,,,,,,,,,,,,,,,,,,,,,,,
random_weights_bn_training_and_fc,resnet50v2,malaria,0.223669523394502,0.903059211645697,0.973311430914108,,,,,,,,,,,,,,,,,,,,,,,,,,
moving_bn_and_fc,resnet50v2,malaria,0.212881281971931,0.918238997459412,0.972678363323212,,,,,,,,,,,,,,,,,,,,,,,,,,
moving_bn_and_fc,resnet50v2,malaria,0.21177769850492,0.919559964274939,0.976909835660682,,,,,,,,,,,,,,,,,,,,,,,,,,
moving_bn_and_fc,resnet50v2,malaria,0.209195933785815,0.927858156985274,0.977633819655409,,,,,,,,,,,,,,,,,,,,,,,,,,
fc_then_full,inceptionv3,malaria,0.101412393152714,0.964199304580688,0.992963373661041,,,,,,,,,,,,,,,,,,,,,,,,,,
fc,inceptionv3,malaria,0.279702723026276,0.884131610393524,0.951988816261292,,,,,,,,,,,,,,,,,,,,,,,,,,
fc_then_full,inceptionv3,malaria,0.096262864768505,0.965650677680969,0.992684304714203,,,,,,,,,,,,,,,,,,,,,,,,,,
fc,inceptionv3,malaria,0.280590444803238,0.881954550743103,0.95132839679718,,,,,,,,,,,,,,,,,,,,,,,,,,
fc_then_full,inceptionv3,malaria,0.097190029919148,0.966134488582611,0.993378758430481,,,,,,,,,,,,,,,,,,,,,,,,,,
fc,inceptionv3,malaria,0.279605835676193,0.881954550743103,0.952271044254303,,,,,,,,,,,,,,,,,,,,,,,,,,
fc_then_bn,inceptionv3,malaria,0.121411092579365,0.958635687828064,0.989842653274536,,,,,,,,,,,,,,,,,,,,,,,,,,
fc_then_bn,inceptionv3,malaria,0.127805441617966,0.955249130725861,0.988637447357178,,,,,,,,,,,,,,,,,,,,,,,,,,
fc_then_bn,inceptionv3,malaria,0.134192258119583,0.950411200523376,0.987545192241669,,,,,,,,,,,,,,,,,,,,,,,,,,
random_weights_bn_and_fc,inceptionv3,malaria,0.554996430873871,0.718432486057282,0.79485684633255,,,,,,,,,,,,,,,,,,,,,,,,,,
random_weights_bn_and_fc,inceptionv3,malaria,0.588645917040509,0.681062232843005,0.774121102169667,,,,,,,,,,,,,,,,,,,,,,,,,,
random_weights_bn_and_fc,inceptionv3,malaria,0.555814862251282,0.716497361660004,0.797555029392242,,,,,,,,,,,,,,,,,,,,,,,,,,
random_weights_bn_and_fc,inceptionv3,malaria,0.577626791553194,0.716461664406153,0.788336250627674,,,,,,,,,,,,,,,,,,,,,,,,,,
random_weights_bn_training_and_fc,inceptionv3,malaria,0.644338488578796,0.691582024097443,0.744757771492004,,,,,,,,,,,,,,,,,,,,,,,,,,
random_weights_bn_training_and_fc,inceptionv3,malaria,0.663692618860331,0.644460254223377,0.723215552268147,,,,,,,,,,,,,,,,,,,,,,,,,,
random_weights_bn_training_and_fc,inceptionv3,malaria,0.679896253210621,0.68385082393622,0.710634219652227,,,,,,,,,,,,,,,,,,,,,,,,,,
moving_bn_and_fc,inceptionv3,malaria,0.339483469724655,0.873971939086914,0.92438668012619,,,,,,,,,,,,,,,,,,,,,,,,,,
moving_bn_and_fc,inceptionv3,malaria,0.33808258517988,0.877756441429439,0.927022301456332,,,,,,,,,,,,,,,,,,,,,,,,,,
moving_bn_and_fc,inceptionv3,malaria,0.340292989455708,0.869327625954437,0.920726566068345,,,,,,,,,,,,,,,,,,,,,,,,,,
bn_and_fc,inceptionv3,malaria,0.12926259636879,0.956216752529144,0.98809403181076,,,,,,,,,,,,,,,,,,,,,,,,,,
bn_and_fc,inceptionv3,malaria,0.130491202742728,0.956082595075977,0.984888401834521,,,,,,,,,,,,,,,,,,,,,,,,,,
bn_and_fc,inceptionv3,malaria,0.129694774746895,0.95379775762558,0.988334000110626,,,,,,,,,,,,,,,,,,,,,,,,,,
bn_and_fc,inceptionv3,malaria,0.135808782172479,0.948213226429006,0.983686514974963,,,,,,,,,,,,,,,,,,,,,,,,,,
fc_then_full,densenet121,malaria,0.089300900697708,0.969521045684814,0.994146168231964,,,,,,,,,,,,,,,,,,,,,,,,,,
fc,densenet121,malaria,0.248395279049873,0.899129152297974,0.96599555015564,,,,,,,,,,,,,,,,,,,,,,,,,,
fc_then_full,densenet121,malaria,0.089467160403729,0.971698105335236,0.994023621082306,,,,,,,,,,,,,,,,,,,,,,,,,,
fc,densenet121,malaria,0.250604629516602,0.897677779197693,0.965999603271484,,,,,,,,,,,,,,,,,,,,,,,,,,
fc_then_full,densenet121,malaria,0.088075146079064,0.971214294433594,0.994391798973084,,,,,,,,,,,,,,,,,,,,,,,,,,
fc,densenet121,malaria,0.246170118451118,0.900822460651398,0.966730117797852,,,,,,,,,,,,,,,,,,,,,,,,,,
fc_then_bn,densenet121,malaria,0.08038455247879,0.973149478435516,0.995184361934662,,,,,,,,,,,,,,,,,,,,,,,,,,
fc_then_bn,densenet121,malaria,0.081996835768223,0.972665727138519,0.994689166545868,,,,,,,,,,,,,,,,,,,,,,,,,,
fc_then_bn,densenet121,malaria,0.082704834640026,0.971698105335236,0.994746744632721,,,,,,,,,,,,,,,,,,,,,,,,,,
random_weights_bn_and_fc,densenet121,malaria,0.127152308821678,0.958877623081207,0.988485753536224,,,,,,,,,,,,,,,,,,,,,,,,,,
random_weights_bn_and_fc,densenet121,malaria,0.130766242742538,0.959361374378204,0.987381875514984,,,,,,,,,,,,,,,,,,,,,,,,,,
random_weights_bn_and_fc,densenet121,malaria,0.148060113191605,0.95137882232666,0.984089314937592,,,,,,,,,,,,,,,,,,,,,,,,,,
random_weights_bn_training_and_fc,densenet121,malaria,0.247805073857307,0.909530699253082,0.964109301567078,,,,,,,,,,,,,,,,,,,,,,,,,,
random_weights_bn_training_and_fc,densenet121,malaria,0.287239790232265,0.870957966323039,0.952916009263971,,,,,,,,,,,,,,,,,,,,,,,,,,
random_weights_bn_training_and_fc,densenet121,malaria,0.328437659389267,0.899329395286078,0.961551746636677,,,,,,,,,,,,,,,,,,,,,,,,,,
fc_then_bn_lr,densenet121,malaria,0.116579607129097,0.956700503826141,0.991124093532562,,,,,,,,,,,,,,,,,,,,,,,,,,
fc_then_bn_lr,densenet121,malaria,0.119108256436792,0.947206084681734,0.985260083650576,,,,,,,,,,,,,,,,,,,,,,,,,,
fc_then_bn_lr,densenet121,malaria,0.11771117868704,0.95191663791192,0.987866480797634,,,,,,,,,,,,,,,,,,,,,,,,,,
moving_bn_and_fc,densenet121,malaria,0.252044677734375,0.895258843898773,0.965260148048401,,,,,,,,,,,,,,,,,,,,,,,,,,
moving_bn_and_fc,densenet121,malaria,0.240935082391133,0.902901379479726,0.977062758543929,,,,,,,,,,,,,,,,,,,,,,,,,,
moving_bn_and_fc,densenet121,malaria,0.259461661917092,0.891174608017527,0.959339291498782,,,,,,,,,,,,,,,,,,,,,,,,,,
fc_then_full_bnt,densenet121,malaria,0.097742289304733,0.969521045684814,0.992537379264832,,,,,,,,,,,,,,,,,,,,,,,,,,
fc_then_full_bnt,densenet121,malaria,0.098629044991594,0.960910638735145,0.988683616792998,,,,,,,,,,,,,,,,,,,,,,,,,,
fc_then_full_bnt,densenet121,malaria,0.092754043467295,0.971477458958441,0.9999,,,,,,,,,,,,,,,,,,,,,,,,,,
fc,densenet121,malaria,0.247320398688316,0.900096774101257,0.966314733028412,,,,,,,,,,,,,,,,,,,,,,,,,,
fc,densenet121,malaria,0.249941002108304,0.894014571002216,0.961061851549357,,,,,,,,,,,,,,,,,,,,,,,,,,
fc,densenet121,malaria,0.246494191428332,0.905910726788285,0.967107259311808,,,,,,,,,,,,,,,,,,,,,,,,,,
random_weights_bn_and_fc,densenet121,malaria,0.132866695523262,0.956458628177643,0.98736846446991,,,,,,,,,,,,,,,,,,,,,,,,,,
random_weights_bn_and_fc,densenet121,malaria,0.196846018516961,0.920099767112563,0.910824176825811,,,,,,,,,,,,,,,,,,,,,,,,,,
random_weights_bn_and_fc,densenet121,malaria,0.13737368102102,0.955936345928643,0.953707902607503,,,,,,,,,,,,,,,,,,,,,,,,,,
bn_and_fc,densenet121,malaria,0.084610961377621,0.971939980983734,0.994799315929413,,,,,,,,,,,,,,,,,,,,,,,,,,
bn_and_fc,densenet121,malaria,0.086080826818943,0.970488607883453,0.994569838047028,,,,,,,,,,,,,,,,,,,,,,,,,,
bn_and_fc,densenet121,malaria,0.082850903272629,0.975084662437439,0.9946009516716,,,,,,,,,,,,,,,,,,,,,,,,,,
fc_then_bn_bnt,densenet121,malaria,0.088817365467548,0.969037234783173,0.993863344192505,,,,,,,,,,,,,,,,,,,,,,,,,,
fc_then_bn_bnt,densenet121,malaria,0.0957965532611,0.966065966839305,0.99281512523405,,,,,,,,,,,,,,,,,,,,,,,,,,
fc_then_bn_bnt,densenet121,malaria,0.087536162059536,0.969661319416978,0.9999,,,,,,,,,,,,,,,,,,,,,,,,,,
random_weights_bn_training_and_fc,densenet121,malaria,0.152383655309677,0.947508454322815,0.983764946460724,,,,,,,,,,,,,,,,,,,,,,,,,,
random_weights_bn_training_and_fc,densenet121,malaria,0.162179370048213,0.884300311652655,0.977549077017837,,,,,,,,,,,,,,,,,,,,,,,,,,
random_weights_bn_training_and_fc,densenet121,malaria,0.159173082585085,0.929687871736902,0.954118453261024,,,,,,,,,,,,,,,,,,,,,,,,,,
fc_then_full,efficientnetb3,malaria,0.100327178835869,0.965166926383972,0.994049847126007,,,,,,,,,,,,,,,,,,,,,,,,,,
fc,efficientnetb3,malaria,0.251642107963562,0.898161590099335,0.970934212207794,,,,,,,,,,,,,,,,,,,,,,,,,,
fc_then_full,efficientnetb3,malaria,0.097221538424492,0.968553483486176,0.994081199169159,,,,,,,,,,,,,,,,,,,,,,,,,,
fc,efficientnetb3,malaria,0.238440424203873,0.907837450504303,0.972113192081451,,,,,,,,,,,,,,,,,,,,,,,,,,
fc_then_full,efficientnetb3,malaria,0.095835328102112,0.967827796936035,0.994160413742065,,,,,,,,,,,,,,,,,,,,,,,,,,
fc,efficientnetb3,malaria,0.242157831788063,0.9044508934021,0.971865236759186,,,,,,,,,,,,,,,,,,,,,,,,,,
fc_then_bn,efficientnetb3,malaria,0.086762219667435,0.971214294433594,0.994643986225128,,,,,,,,,,,,,,,,,,,,,,,,,,
fc_then_bn,efficientnetb3,malaria,0.091663867235184,0.969279170036316,0.994559407234192,,,,,,,,,,,,,,,,,,,,,,,,,,
fc_then_bn,efficientnetb3,malaria,0.090979225933552,0.969762921333313,0.994588434696198,,,,,,,,,,,,,,,,,,,,,,,,,,
random_weights_bn_and_fc,efficientnetb3,malaria,0.69314980506897,0.495403975248337,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
random_weights_bn_and_fc,efficientnetb3,malaria,0.730109524781014,0.480308430845277,0.461203223524032,,,,,,,,,,,,,,,,,,,,,,,,,,
random_weights_bn_and_fc,efficientnetb3,malaria,0.693150877952576,0.495403975248337,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
random_weights_bn_and_fc,efficientnetb3,malaria,0.711671739863947,0.49324370294392,0.491655062290854,,,,,,,,,,,,,,,,,,,,,,,,,,
random_weights_bn_training_and_fc,efficientnetb3,malaria,0.943748772144318,0.530720829963684,0.532443344593048,,,,,,,,,,,,,,,,,,,,,,,,,,
random_weights_bn_training_and_fc,efficientnetb3,malaria,0.95728096272502,0.48310436225516,0.504666927129035,,,,,,,,,,,,,,,,,,,,,,,,,,
random_weights_bn_training_and_fc,efficientnetb3,malaria,0.992571922362805,0.520338048608474,0.517858656251861,,,,,,,,,,,,,,,,,,,,,,,,,,
fc_then_bn_lr,efficientnetb3,malaria,0.124269716441631,0.957426249980926,0.989052891731262,,,,,,,,,,,,,,,,,,,,,,,,,,
fc_then_bn_lr,efficientnetb3,malaria,0.121380885209835,0.968295053842473,0.991582211870156,,,,,,,,,,,,,,,,,,,,,,,,,,
fc_then_bn_lr,efficientnetb3,malaria,0.125014919558911,0.955793752490536,0.982339512784375,,,,,,,,,,,,,,,,,,,,,,,,,,
moving_bn_and_fc,efficientnetb3,malaria,0.282967656850815,0.889695227146149,0.954577922821045,,,,,,,,,,,,,,,,,,,,,,,,,,
moving_bn_and_fc,efficientnetb3,malaria,0.27768894140142,0.894285107332067,0.958837109898896,,,,,,,,,,,,,,,,,,,,,,,,,,
moving_bn_and_fc,efficientnetb3,malaria,0.273670037091362,0.897779975140435,0.957091627231044,,,,,,,,,,,,,,,,,,,,,,,,,,
bn_and_fc,efficientnetb3,malaria,0.084694713354111,0.970972418785095,0.995028495788574,,,,,,,,,,,,,,,,,,,,,,,,,,
bn_and_fc,efficientnetb3,malaria,0.083928894479133,0.985533589113453,0.998202488746769,,,,,,,,,,,,,,,,,,,,,,,,,,
bn_and_fc,efficientnetb3,malaria,0.091027475893498,0.968795359134674,0.994152247905731,,,,,,,,,,,,,,,,,,,,,,,,,,
bn_and_fc,efficientnetb3,malaria,0.080274526639644,0.981378802729531,0.996844031711759,,,,,,,,,,,,,,,,,,,,,,,,,,
fc,resnet50v2,patch_camelyon17,0.445474604765574,0.846591869990031,0.913261433442434,0.367854952812195,0.865418255329132,0.932701408863068,0.373274266719818,0.862299263477325,0.932696163654327,0.59529459476471,0.812058091163635,0.874386727809906,,,,,,,,,,,,,,,,,
fc,resnet50v2,patch_camelyon17,0.450213964836811,0.846117606116622,0.906055291524761,0.376234675359767,0.861419494535689,0.928070392798054,0.374864030794584,0.855655570103092,0.924603744544339,0.598840011275401,0.811830360737594,0.86867038369743,,,,,,,,,,,,,,,,,
fc,resnet50v2,patch_camelyon17,0.439608431934412,0.848527365123786,0.915098705560677,0.364418743692019,0.869667244116532,0.933444967931314,0.361068824189983,0.867864446138299,0.93531723188623,0.594222209192272,0.820472475199033,0.876379964585849,,,,,,,,,,,,,,,,,
fc_then_full,resnet50v2,patch_camelyon17,0.347788492838542,0.889198342959086,0.955134908358256,0.285208880901337,0.897503197193146,0.961122751235962,0.325282126665115,0.91169136762619,0.964401245117188,0.432874470949173,0.858400464057922,0.939880728721619,,,,,,,,,,,,,,,,,
fc_then_full,resnet50v2,patch_camelyon17,0.335867876837379,0.889465894439614,0.958191197756438,0.272862008014901,0.903908429749859,0.967299470560279,0.319394367873099,0.921150901404756,0.972270822944703,0.428183246054132,0.868620445731077,0.941827273942146,,,,,,,,,,,,,,,,,
fc_then_full,resnet50v2,patch_camelyon17,0.341077914871292,0.894492533934157,0.959711782512373,0.277576749843895,0.899611458071473,0.967728128182667,0.316394904322298,0.913178552746786,0.972371793079856,0.431551565728972,0.85856573021678,0.943780151337873,,,,,,,,,,,,,,,,,
fc,resnet50v2,patch_camelyon17,0.48187639315923,0.845056315263112,0.911009947458903,0.387119442224503,0.862356126308441,0.928231239318848,0.427159637212753,0.859183549880981,0.928389549255371,0.631350100040436,0.813629269599915,0.87640905380249,,,,,,,,,,,,,,,,,
fc,resnet50v2,patch_camelyon17,0.486229975874037,0.844800373025074,0.907737046695969,0.387514777491364,0.859247108786913,0.925232216663493,0.433900110184885,0.857657214679761,0.92144565227352,0.635318165499354,0.798474984038054,0.872286130677323,,,,,,,,,,,,,,,,,
fc,resnet50v2,patch_camelyon17,0.482623951066685,0.838077176694405,0.903153649207303,0.389098172210241,0.85657344428551,0.923883660412975,0.433852489141626,0.854242666329165,0.920040746781088,0.633015693590701,0.805542254397297,0.873341889371451,,,,,,,,,,,,,,,,,
fc_then_bn,resnet50v2,patch_camelyon17,0.336142097910245,0.887599011262258,0.945925613244375,0.305597394704819,0.892438948154449,0.951982617378235,0.233599707484245,0.916817545890808,0.970328748226166,0.469229191541672,0.853540539741516,0.915465474128723,,,,,,,,,,,,,,,,,
fc_then_bn,resnet50v2,patch_camelyon17,0.332913949210406,0.888644093328106,0.946934806282843,0.301271136771048,0.907477592070506,0.964667600909736,0.230718233341926,0.924488714387858,0.972982123903245,0.466964500066462,0.854200488682498,0.915516767801339,,,,,,,,,,,,,,,,,
fc_then_bn,resnet50v2,patch_camelyon17,0.319831569989522,0.894596874713898,0.947518070538839,0.262192666530609,0.908725380897522,0.960639357566834,0.274665772914886,0.905812799930572,0.96353155374527,0.422636270523071,0.869252443313599,0.918383300304413,,,,,,,,,,,,,,,,,
fc_then_bn,resnet50v2,patch_camelyon17,0.322218029037416,0.89048736428191,0.935504036899324,0.266063524480213,0.90702031005143,0.950394178223136,0.279885568100752,0.903281278360196,0.961291000633805,0.4296012266201,0.865250913486115,0.91665074043997,,,,,,,,,,,,,,,,,
random_weights_bn_training_and_fc,resnet50v2,patch_camelyon17,1.18017975489299,0.549955934286118,0.641124387582143,1.60563158988953,0.468806773424149,0.609285771846771,1.04642450809479,0.535048305988312,0.592827558517456,0.888483166694641,0.646012723445892,0.721259832382202,,,,,,,,,,,,,,,,,
random_weights_bn_training_and_fc,resnet50v2,patch_camelyon17,1.2504167805023,0.530317584363112,0.587678685896156,1.68442493519662,0.454190608162213,0.601178915760561,1.04729902155985,0.523331460581364,0.571495527968566,0.905004339083082,0.60014478277965,0.707150260994844,,,,,,,,,,,,,,,,,
random_weights_bn_training_and_fc,resnet50v2,patch_camelyon17,1.19387012300637,0.506101746672867,0.600214347870705,1.61132635781765,0.440586278472398,0.585348287318205,1.10011668584135,0.528722959630474,0.588655314435419,0.917514790356075,0.608694898351527,0.70778883994736,,,,,,,,,,,,,,,,,
moving_bn_and_fc,resnet50v2,patch_camelyon17,0.642065982023875,0.778789500395457,0.890810926755269,0.563444495201111,0.817719876766205,0.90860915184021,0.640776574611664,0.746255338191986,0.879159867763519,0.72197687625885,0.77239328622818,0.884663760662079,,,,,,,,,,,,,,,,,
moving_bn_and_fc,resnet50v2,patch_camelyon17,0.631970303361921,0.783416414581019,0.897052736737404,0.55709468030757,0.832464472867176,0.911759887118561,0.638189435604138,0.749130633031049,0.881082195173372,0.713323384418712,0.779571036152999,0.885651841471289,,,,,,,,,,,,,,,,,
moving_bn_and_fc,resnet50v2,patch_camelyon17,0.633139253160482,0.784234512181849,0.903253891385911,0.546304761368492,0.823531058814364,0.911770463494097,0.631943180001238,0.748227492075445,0.893554356425907,0.707894882447257,0.772817853670604,0.901558281670295,,,,,,,,,,,,,,,,,
random_weights_bn_and_fc,resnet50v2,patch_camelyon17,1.01562241713206,0.595513721307119,0.742229998111725,1.42172336578369,0.500067293643951,0.643821001052856,0.578491687774658,0.735132992267609,0.820616662502289,1.04665219783783,0.551340878009796,0.762252330780029,,,,,,,,,,,,,,,,,
random_weights_bn_and_fc,resnet50v2,patch_camelyon17,1.02272421333996,0.548511348840023,0.729460094802192,1.48455080027038,0.47361016303146,0.64127228893165,0.579923281372558,0.685636100152917,0.792651290265211,1.06824799132353,0.516903127325144,0.760132407595032,,,,,,,,,,,,,,,,,
random_weights_bn_and_fc,resnet50v2,patch_camelyon17,1.03108398293738,0.587231642058803,0.708477327644682,1.46759938083967,0.498824729164985,0.632154919372135,0.619839162492238,0.714911883260967,0.775872795422132,1.06470355847944,0.50923937836309,0.733248078155472,,,,,,,,,,,,,,,,,
fc_then_full,inceptionv3,patch_camelyon17,0.34415140748024,0.883652210235596,0.954470098018646,0.311180800199509,0.884632229804993,0.973177015781403,0.275867313146591,0.9058598279953,0.968425810337067,0.44540610909462,0.860464572906494,0.92180746793747,,,,,,,,,,,,,,,,,
fc_then_full,inceptionv3,patch_camelyon17,0.342731048238659,0.893052684729015,0.957024078680553,0.298615313302172,0.889923655927491,0.973686758205644,0.275580994427011,0.915759206418239,0.974018884784482,0.44108695039748,0.867352123043425,0.922231452574469,,,,,,,,,,,,,,,,,
fc,inceptionv3,patch_camelyon17,0.438691705465317,0.832610090573629,0.90870875120163,0.357034206390381,0.861413955688477,0.927398145198822,0.363942593336105,0.863545536994934,0.924716651439667,0.595098316669464,0.772870779037476,0.8740114569664,,,,,,,,,,,,,,,,,
fc,inceptionv3,patch_camelyon17,0.435599392304252,0.834266506423292,0.915459285295038,0.347859003379185,0.86166246858427,0.929731361534966,0.355673098392589,0.867589758796263,0.933665424855698,0.591488044541143,0.781291078966817,0.879812307491311,,,,,,,,,,,,,,,,,
fc_then_full,inceptionv3,patch_camelyon17,0.293560042977333,0.898324529329936,0.958578010400136,0.260433405637741,0.905629575252533,0.971780300140381,0.212856039404869,0.918851554393768,0.975636541843414,0.407390683889389,0.870492458343506,0.928317189216614,,,,,,,,,,,,,,,,,
fc_then_full,inceptionv3,patch_camelyon17,0.297137316685929,0.894350344803351,0.954499913960182,0.269441338450864,0.897718027625826,0.969922280912267,0.223501588832821,0.915220945401673,0.971112695412503,0.416868890224242,0.865057268371333,0.923131624923743,,,,,,,,,,,,,,,,,
fc,inceptionv3,patch_camelyon17,0.450727661450704,0.828698356946309,0.906771858533224,0.36450582742691,0.859495937824249,0.926063120365143,0.366328954696655,0.862816572189331,0.924049258232117,0.621348202228546,0.763782560825348,0.870203197002411,,,,,,,,,,,,,,,,,
fc,inceptionv3,patch_camelyon17,0.465659432451921,0.827504367843487,0.906059231500605,0.372865782704302,0.85584484963334,0.925647148185,0.367196091234044,0.860115639112728,0.913457247629002,0.628315960648804,0.760731818019695,0.865538681770918,,,,,,,,,,,,,,,,,
fc_then_bn,inceptionv3,patch_camelyon17,0.283469607432683,0.897291779518127,0.957218567530314,0.245889976620674,0.907715857028961,0.966728448867798,0.221710428595543,0.91634726524353,0.971017837524414,0.382808417081833,0.867812216281891,0.93390941619873,,,,,,,,,,,,,,,,,
fc_then_bn,inceptionv3,patch_camelyon17,0.305225645502408,0.889969885349274,0.962833940982819,0.287562519311905,0.889292657375336,0.975138902664185,0.217382922768593,0.919027924537659,0.9727623462677,0.410731494426727,0.861589074134827,0.940600574016571,,,,,,,,,,,,,,,,,
fc_then_bn,inceptionv3,patch_camelyon17,0.278173630436261,0.900387148062388,0.96000881989797,0.234207317233086,0.912628710269928,0.973832607269287,0.209353148937225,0.920697450637817,0.972812235355377,0.390960425138474,0.867835283279419,0.933381617069244,,,,,,,,,,,,,,,,,
random_weights_bn_training_and_fc,inceptionv3,patch_camelyon17,2.45333782831828,0.543434321880341,0.694204727808634,2.25009655952454,0.508311450481415,0.717618525028229,1.35050082206726,0.616584777832031,0.744815230369568,3.75941610336304,0.505406737327576,0.620180428028107,,,,,,,,,,,,,,,,,
random_weights_bn_training_and_fc,inceptionv3,patch_camelyon17,2.52570036656416,0.504072103342801,0.672348661427928,2.27165988070527,0.47596803983644,0.708847257968924,1.38724734228306,0.598535966585626,0.706541586758958,3.79190105266342,0.491570359691354,0.580534589085359,,,,,,,,,,,,,,,,,
random_weights_bn_training_and_fc,inceptionv3,patch_camelyon17,2.45562266816156,0.483255515268657,0.693584586681779,2.25431034802484,0.486254602007443,0.703098883483141,1.36857866356011,0.561314307843225,0.715813251109594,3.78057129318644,0.427108709438639,0.581410490448147,,,,,,,,,,,,,,,,,
moving_bn_and_fc,inceptionv3,patch_camelyon17,0.652837693691254,0.692051271597544,0.767751753330231,0.604445695877075,0.717864573001862,0.80744069814682,0.618184030056,0.678357303142548,0.754843056201935,0.735883355140686,0.679931938648224,0.740971505641937,,,,,,,,,,,,,,,,,
moving_bn_and_fc,inceptionv3,patch_camelyon17,0.654376568451643,0.68644146937886,0.762927180769481,0.60619526345008,0.716177089906363,0.799916573685689,0.618922780349361,0.670139704427661,0.75083854672375,0.738629654095485,0.671159217351686,0.739389992740865,,,,,,,,,,,,,,,,,
moving_bn_and_fc,inceptionv3,patch_camelyon17,0.661293214027438,0.688868354550471,0.764728738484409,0.605531928343222,0.712328695747116,0.800226313504338,0.621422119429215,0.677715418191768,0.746040980284058,0.74168259064206,0.676366693396708,0.73444047531626,,,,,,,,,,,,,,,,,
random_weights_bn_and_fc,inceptionv3,patch_camelyon17,0.616982460021973,0.667912006378174,0.775761385758718,0.620191514492035,0.666313350200653,0.8266721367836,0.764682769775391,0.557281255722046,0.599119126796722,0.466073095798492,0.780141413211823,0.901492893695831,,,,,,,,,,,,,,,,,
random_weights_bn_and_fc,inceptionv3,patch_camelyon17,0.66234190567807,0.653793751099849,0.753568694551281,0.686348729964193,0.657406072590336,0.767484055664573,0.810785162664434,0.543370520164899,0.589533640583801,0.493294199982462,0.778287263227551,0.8887085178523,,,,,,,,,,,,,,,,,
random_weights_bn_and_fc,inceptionv3,patch_camelyon17,0.653854670822971,0.645592073826703,0.740563642252425,0.653368577255469,0.660702137962351,0.769910691790341,0.810922232297388,0.547616619939595,0.568794894644226,0.503443990662437,0.776540524846793,0.876668462726889,,,,,,,,,,,,,,,,,
fc_then_full,densenet121,patch_camelyon17,0.283244113127391,0.914709607760111,0.968552072842916,0.215214729309082,0.923615336418152,0.974019289016724,0.348640829324722,0.898241102695465,0.962123870849609,0.285876780748367,0.922272384166718,0.969513058662415,,,,,,,,,,,,,,,,,
fc,densenet121,patch_camelyon17,0.343897978464762,0.878850301106771,0.945156494776408,0.29282683134079,0.88150280714035,0.95552796125412,0.333112716674805,0.886766076087952,0.950033783912659,0.405754387378693,0.868282020092011,0.929907739162445,,,,,,,,,,,,,,,,,
fc_then_full,densenet121,patch_camelyon17,0.265361562371254,0.912226597468058,0.970809082190196,0.21382112801075,0.921057939529419,0.973319351673126,0.279702126979828,0.90594208240509,0.969532132148743,0.302561432123184,0.909679770469666,0.969575762748718,,,,,,,,,,,,,,,,,
