method,model,dataset,loss,accuracy,auc,loss_test_hosp_0,accuracy_test_hosp_0,auc_test_hosp_0,loss_test_hosp_2,accuracy_test_hosp_2,auc_test_hosp_2,loss_test_hosp_3,accuracy_test_hosp_3,auc_test_hosp_3,AUC_tumor,AUC_stroma,AUC_complex,AUC_lympho,AUC_debris,AUC_mucosa,AUC_adipose,AUC_empty,AUC_Atelectasis,AUC_Cardiomegaly,AUC_Consolidation,AUC_Edema,AUC_Pleural_Effusion,AUC_0,AUC_1,AUC_2,AUC_3
fc_then_full,inceptionv3,colorectal_histology,0.140413761138916,0.954666674137116,0.996942758560181,,,,,,,,,,0.999442040920258,0.995215058326721,0.984769821166992,0.999917387962341,0.997801184654236,0.999765932559967,0.999222636222839,0.999408006668091,,,,,,,,,
fc_then_full,inceptionv3,colorectal_histology,0.1399324079043,0.954963290250315,0.9999,,,,,,,,,,0.999680001106772,0.9999,0.98851977791596,0.9999,0.9999,0.9999,0.9999,0.999491088784619,,,,,,,,,
fc_then_full,inceptionv3,colorectal_histology,0.147919794232242,0.953747257166513,0.987854256265287,,,,,,,,,,0.984846989844375,0.992167152307029,0.982825627192872,0.99085092831488,0.992572652260666,0.994576952911174,0.995570141728789,0.99603817808895,,,,,,,,,
fc,inceptionv3,colorectal_histology,0.363045036792755,0.870666682720184,0.987288773059845,,,,,,,,,,0.9880011677742,0.979317307472229,0.967816114425659,0.992995858192444,0.986165106296539,0.988861203193665,0.997103154659271,0.998050272464752,,,,,,,,,
fc,inceptionv3,colorectal_histology,0.353583491095531,0.874137915372931,0.989374615231938,,,,,,,,,,0.989385056393671,0.980075084163366,0.975017406604052,0.998449595470258,0.992012428288028,0.999266396141893,0.9999,0.9999,,,,,,,,,
fc,inceptionv3,colorectal_histology,0.364080909883652,0.862859986039108,0.979870302598522,,,,,,,,,,0.982793307700486,0.971447110194117,0.967723087862402,0.990801897061617,0.983900897238649,0.987634727832659,0.993778516457809,0.996820465967082,,,,,,,,,
fc_then_bn,inceptionv3,colorectal_histology,0.206205397844314,0.934666693210602,0.9943792745471,,,,,,,,,,0.997802734375,0.992432475090027,0.97865480184555,0.999182283878326,0.995977699756622,0.999488592147827,0.993445336818695,0.998050272464752,,,,,,,,,
fc_then_bn,inceptionv3,colorectal_histology,0.215648325101827,0.933653223672064,0.988503381109313,,,,,,,,,,0.997074475288568,0.981527335254617,0.975643476207858,0.996778053312,0.995431107937095,0.991766613240893,0.985712531618852,0.995117179871748,,,,,,,,,
fc_then_bn,inceptionv3,colorectal_histology,0.199937307176665,0.935712093241189,0.997088289860999,,,,,,,,,,0.9999,0.9999,0.983273015151458,0.9999,0.999366433942059,0.9999,0.997585112525707,0.9999,,,,,,,,,
random_weights_bn_and_fc,inceptionv3,colorectal_histology,0.976139008998871,0.566666662693024,0.92423339933157,,,,,,,,,,0.885925889015198,0.901015877723694,0.890590727329254,0.955720543861389,0.921473979949951,0.846197128295898,0.995990216732025,0.996952831745148,,,,,,,,,
random_weights_bn_and_fc,inceptionv3,colorectal_histology,1.00547179036688,0.546809907644833,0.853141493659622,,,,,,,,,,0.878154931961438,0.90058242527316,0.846203326290771,0.94849952880883,0.895803838178116,0.784751114533675,0.981473707251785,0.950192184109476,,,,,,,,,
random_weights_bn_and_fc,inceptionv3,colorectal_histology,1.00661706334015,0.548611644740852,0.876590055916416,,,,,,,,,,0.830930076756964,0.86336897738259,0.843355814211953,0.951334158894757,0.901747113323256,0.844843096362572,0.984982533912475,0.993662661881735,,,,,,,,,
fc_then_bn_lr,inceptionv3,colorectal_histology,0.306486994028091,0.903999984264374,0.989733994007111,,,,,,,,,,0.995159387588501,0.983599364757538,0.972193419933319,0.995713233947754,0.985085189342499,0.989970624446869,0.997626900672913,0.998523831367493,,,,,,,,,
fc_then_bn_lr,inceptionv3,colorectal_histology,0.305273544602131,0.910939853312119,0.991464282738534,,,,,,,,,,0.996290386372717,0.986444987736662,0.973179999892058,0.996645440304173,0.986861396909984,0.990451195158566,0.99838716237758,0.9999,,,,,,,,,
fc_then_bn_lr,inceptionv3,colorectal_histology,0.322379514915631,0.897583265810614,0.98666503866721,,,,,,,,,,0.991344402693932,0.982379483685461,0.969971352081272,0.995532406398498,0.982857318523144,0.988551808016057,0.995612944209465,0.99317848449995,,,,,,,,,
moving_bn_and_fc,inceptionv3,colorectal_histology,0.497305005788803,0.830666661262512,0.977798022329807,,,,,,,,,,0.977959334850311,0.968117713928223,0.940326809883118,0.977806568145752,0.977220833301544,0.988427698612213,0.995106518268585,0.997418701648712,,,,,,,,,
moving_bn_and_fc,inceptionv3,colorectal_histology,0.506024691591422,0.830560802119572,0.973724897254886,,,,,,,,,,0.975816041152142,0.956577521360081,0.938691467845271,0.975910970091748,0.968231236469604,0.984971353828402,0.989393698668559,0.984844078526683,,,,,,,,,
moving_bn_and_fc,inceptionv3,colorectal_histology,0.495822906843489,0.833124577169011,0.979897751316211,,,,,,,,,,0.978995599358577,0.974764341940108,0.949842617218315,0.978026587318864,0.981551490023371,0.988598738240422,0.9999,0.9999,,,,,,,,,
bn_and_fc,inceptionv3,colorectal_histology,0.209523648023605,0.927999973297119,0.99483460187912,,,,,,,,,,0.996910154819488,0.992103099822998,0.979894995689392,0.999108016490936,0.995273530483246,0.999341249465942,0.997782349586487,0.998263418674469,,,,,,,,,
bn_and_fc,inceptionv3,colorectal_histology,0.20647065891578,0.929567184813858,0.99751845084964,,,,,,,,,,0.9999,0.997641567565504,0.980676166938602,0.9999,0.996875555559297,0.9999,0.9999,0.9999,,,,,,,,,
bn_and_fc,inceptionv3,colorectal_histology,0.210409475335934,0.924299631887336,0.993122917380985,,,,,,,,,,0.991044623272684,0.985952271169986,0.97867902817774,0.995053603777831,0.987285140598454,0.999230267706505,0.994592562787014,0.998229156550472,,,,,,,,,
fc_then_full,densenet121,colorectal_histology,0.152929753065109,0.94266664981842,0.997413530945778,,,,,,,,,,0.999802589416504,0.992666482925415,0.991454601287842,0.998967528343201,0.996760427951813,0.999835312366486,0.999852776527405,0.999968528747559,,,,,,,,,
fc,densenet121,colorectal_histology,0.276405453681946,0.901333332061768,0.992946498095989,,,,,,,,,,0.996197819709778,0.984769582748413,0.979758083820343,0.997166931629181,0.987307548522949,0.998855710029602,0.999713599681854,0.999802708625793,,,,,,,,,
fc_then_full,densenet121,colorectal_histology,0.150349795818329,0.949333310127258,0.996995352208614,,,,,,,,,,0.99974250793457,0.993264734745026,0.986774444580078,0.998835444450378,0.997660338878632,0.999878644943237,0.999885559082031,0.999921143054962,,,,,,,,,
fc,densenet121,colorectal_histology,0.29095533490181,0.903999984264374,0.992305435240269,,,,,,,,,,0.994979023933411,0.984362304210663,0.976729273796082,0.996621787548065,0.987769246101379,0.998587071895599,0.999623537063599,0.999771237373352,,,,,,,,,
fc_then_full,densenet121,colorectal_histology,0.148824080824852,0.952000021934509,0.997581794857979,,,,,,,,,,0.999699532985687,0.994192183017731,0.990704715251923,0.999099731445312,0.997378647327423,0.99975723028183,0.999885439872742,0.999936878681183,,,,,,,,,
fc,densenet121,colorectal_histology,0.28444230556488,0.909333348274231,0.992636114358902,,,,,,,,,,0.995957434177399,0.984032809734344,0.978048861026764,0.996787130832672,0.988317012786865,0.998630404472351,0.999607264995575,0.999707996845245,,,,,,,,,
fc_then_bn,densenet121,colorectal_histology,0.134705603122711,0.949333310127258,0.997993007302284,,,,,,,,,,0.999622285366058,0.994573652744293,0.992435395717621,0.999686121940613,0.997832357883453,0.999947965145111,0.999893605709076,0.999952673912048,,,,,,,,,
fc_then_bn,densenet121,colorectal_histology,0.140358124787987,0.938836877596883,0.992293824145358,,,,,,,,,,0.991666749265127,0.994355380881709,0.981030719799278,0.991140119889527,0.990067264003898,0.995738073952127,0.99744938759803,0.994018887169499,,,,,,,,,
fc_then_bn,densenet121,colorectal_histology,0.136652599741295,0.946598370524675,0.994672066621919,,,,,,,,,,0.999585879800303,0.993379313702154,0.981398224509135,0.992456786288984,0.991922995194304,0.996591081154055,0.99938958740253,0.984042029466633,,,,,,,,,
random_weights_bn_and_fc,densenet121,colorectal_histology,0.572844803333283,0.791999995708466,0.971705034375191,,,,,,,,,,0.971376240253448,0.945449948310852,0.948540449142456,0.989824175834656,0.951061129570007,0.970518827438354,0.998085141181946,0.998784363269806,,,,,,,,,
random_weights_bn_and_fc,densenet121,colorectal_histology,0.530913531780243,0.793333351612091,0.975512653589249,,,,,,,,,,0.972363233566284,0.953615486621857,0.952622056007385,0.993161141872406,0.959214866161346,0.975676476955414,0.998371481895447,0.99907648563385,,,,,,,,,
random_weights_bn_and_fc,densenet121,colorectal_histology,0.536885321140289,0.793333351612091,0.974548026919365,,,,,,,,,,0.969960272312164,0.950052917003632,0.954871952533722,0.991459608078003,0.956898629665375,0.97557258605957,0.998420655727386,0.999147593975067,,,,,,,,,
fc_then_bn_lr,densenet121,colorectal_histology,0.219884112477302,0.921333312988281,0.995147041976452,,,,,,,,,,0.998678207397461,0.988419115543366,0.983882784843445,0.998496770858765,0.992988646030426,0.999098479747772,0.999746382236481,0.9998659491539,,,,,,,,,
fc_then_bn_lr,densenet121,colorectal_histology,0.225307525305049,0.916656361791968,0.991854477001538,,,,,,,,,,0.992160401954196,0.985184920063245,0.980018184915787,0.997394969413216,0.992470084787375,0.997814553058403,0.992870818111675,0.98648430426709,,,,,,,,,
fc_then_bn_lr,densenet121,colorectal_histology,0.20445371003447,0.924334877581417,0.995245723304164,,,,,,,,,,0.9999,0.993320985097905,0.98990418444077,0.9999,0.995145737712442,0.999268342416925,0.9999,0.9999,,,,,,,,,
moving_bn_and_fc,densenet121,colorectal_histology,0.361362427473068,0.874666690826416,0.988539978861809,,,,,,,,,,0.993142306804657,0.981822550296783,0.957792460918426,0.996192514896393,0.985687613487244,0.994469523429871,0.999615371227264,0.999597489833832,,,,,,,,,
moving_bn_and_fc,densenet121,colorectal_histology,0.356976390800443,0.879866883099088,0.98893917691809,,,,,,,,,,0.996008634047282,0.982367042630974,0.962480235132765,0.997739103907416,0.9999,0.9999,0.9999,0.9999,,,,,,,,,
moving_bn_and_fc,densenet121,colorectal_histology,0.361152214224941,0.880770551291435,0.990726943987445,,,,,,,,,,0.9992901587448,0.985673290678794,0.958479573040233,0.9999,0.989656960981098,0.997173769118308,0.9999,0.9999,,,,,,,,,
fc_then_full_bnt,densenet121,colorectal_histology,0.169708743691444,0.937333345413208,0.995553351938724,,,,,,,,,,0.998231887817383,0.99328202009201,0.98245507478714,0.999165832996368,0.991916537284851,0.999471187591553,0.999967396259308,0.999936878681183,,,,,,,,,
fc_then_full_bnt,densenet121,colorectal_histology,0.164670430267121,0.93869686046937,0.9999,,,,,,,,,,0.9999,0.999424815989967,0.985861663225074,0.9999,0.995387099120041,0.9999,0.9999,0.9999,,,,,,,,,
fc_then_full_bnt,densenet121,colorectal_histology,0.17293497421609,0.92251273389303,0.988342718639604,,,,,,,,,,0.995975308915667,0.990795275243744,0.979755537552453,0.996569601682634,0.98509915948631,0.989896190048468,0.987238119295704,0.996669258982786,,,,,,,,,
fc,densenet121,colorectal_histology,0.273020148277283,0.912000000476837,0.993076123297214,,,,,,,,,,0.996395230293274,0.984301507472992,0.978856444358826,0.996886193752289,0.990085363388062,0.99855238199234,0.99970543384552,0.999826431274414,,,,,,,,,
fc,densenet121,colorectal_histology,0.273219888388534,0.900635765753786,0.987765663856064,,,,,,,,,,0.988300125048518,0.978078231976077,0.966082712852696,0.993949027089442,0.989447812243571,0.995177151753306,0.986550424905369,0.992139849256467,,,,,,,,,
fc,densenet121,colorectal_histology,0.261521421261552,0.915550023332005,0.996631900147495,,,,,,,,,,0.998187954543304,0.984538369980175,0.983541015359075,0.997272302688568,0.993313023784304,0.9999,0.9999,0.9999,,,,,,,,,
random_weights_bn_and_fc,densenet121,colorectal_histology,0.519782781600952,0.802666664123535,0.975622802972794,,,,,,,,,,0.971513748168945,0.954803109169006,0.951706230640411,0.993607044219971,0.960451304912567,0.975373148918152,0.998396039009094,0.999131798744202,,,,,,,,,
random_weights_bn_and_fc,densenet121,colorectal_histology,0.535717909350561,0.788580297263599,0.924443423575652,,,,,,,,,,0.919822283827454,0.932440582989313,0.935408140005227,0.959761611234683,0.91783123595693,0.926954871581136,0.973286037237797,0.955461104512498,,,,,,,,,
random_weights_bn_and_fc,densenet121,colorectal_histology,0.528791606478691,0.762336247246834,0.957756756076617,,,,,,,,,,0.957478659555165,0.94744940092786,0.951606278464206,0.943541138401958,0.903167527944059,0.938786613513797,0.979995992564164,0.955071043973898,,,,,,,,,
bn_and_fc,densenet121,colorectal_histology,0.152454346418381,0.944000005722046,0.997346505522728,,,,,,,,,,0.999476492404938,0.994478285312653,0.987784147262573,0.999454855918884,0.998184561729431,0.999861299991608,0.999721825122833,0.999810576438904,,,,,,,,,
bn_and_fc,densenet121,colorectal_histology,0.171788588166237,0.935999989509582,0.995994567871094,,,,,,,,,,0.998892664909363,0.991765081882477,0.98210883140564,0.999710917472839,0.996064007282257,0.999731242656708,0.999762713909149,0.999921083450317,,,,,,,,,
bn_and_fc,densenet121,colorectal_histology,0.140339687466621,0.949333310127258,0.998035870492458,,,,,,,,,,0.99972528219223,0.993568122386932,0.994194984436035,0.999768614768982,0.997449040412903,1,0.999754548072815,0.999826371669769,,,,,,,,,
fc_then_bn_bnt,densenet121,colorectal_histology,0.138145923614502,0.948000013828278,0.997663453221321,,,,,,,,,,0.999733924865723,0.995449066162109,0.988836944103241,0.999330878257751,0.998247146606445,0.99988728761673,0.999885439872742,0.999936938285828,,,,,,,,,
fc_then_bn_bnt,densenet121,colorectal_histology,0.128119564797807,0.951171669317233,0.9999,,,,,,,,,,0.9999,0.997150421141461,0.990583805815825,0.9999,0.999010262551962,0.9999,0.9999,0.9999,,,,,,,,,
fc_then_bn_bnt,densenet121,colorectal_histology,0.134954937498823,0.95037642846726,0.9999,,,,,,,,,,0.9999,0.9999,0.989347189819724,0.9999,0.998743794330751,0.9999,0.9999,0.9999,,,,,,,,,
random_weights_bn_training_and_fc,densenet121,colorectal_histology,0.485387861728668,0.826666653156281,0.980075493454933,,,,,,,,,,0.980019271373749,0.962032496929169,0.954922437667847,0.993664979934692,0.970702350139618,0.98533308506012,0.996415734291077,0.997513592243195,,,,,,,,,
random_weights_bn_training_and_fc,densenet121,colorectal_histology,0.532324257981952,0.807234740473737,0.979052425113666,,,,,,,,,,0.961814818970791,0.936438798500232,0.954775375355697,0.988138578297846,0.925211475787175,0.982033342109135,0.945101331924871,0.992541643983141,,,,,,,,,
random_weights_bn_training_and_fc,densenet121,colorectal_histology,0.505348937809831,0.797923583452752,0.957185021317602,,,,,,,,,,0.969378706883473,0.946367310814242,0.935619445731829,0.981732420024895,0.964700610970798,0.983319075795067,0.973480240131021,0.988210294346291,,,,,,,,,
fc_then_full,efficientnetb3,colorectal_histology,0.164167135953903,0.94266664981842,0.995854817330837,,,,,,,,,,0.99919319152832,0.993325352668762,0.977875888347626,0.999801814556122,0.99701863527298,0.999947965145111,0.999754548072815,0.999921143054962,,,,,,,,,
fc_then_full,efficientnetb3,colorectal_histology,0.166322315576342,0.933200071779044,0.98832678762409,,,,,,,,,,0.993218266391293,0.992667890623152,0.972478604883564,0.988727136613745,0.98609270915985,0.989767510187754,0.993217206921991,0.9976673422396,,,,,,,,,
fc_then_full,efficientnetb3,colorectal_histology,0.151229024426343,0.945669171511542,0.9999,,,,,,,,,,0.9999,0.996951968352672,0.987797944592051,0.9999,0.998652700168575,0.9999,0.9999,0.9999,,,,,,,,,
fc,efficientnetb3,colorectal_histology,0.31820610165596,0.898666679859161,0.990541383624077,,,,,,,,,,0.98864483833313,0.986460030078888,0.966518104076386,0.994160532951355,0.990586340427399,0.998578369617462,0.999509036540985,0.99987381696701,,,,,,,,,
fc,efficientnetb3,colorectal_histology,0.311617209860617,0.899544986989803,0.997063934581451,,,,,,,,,,0.991479862565953,0.991008155523193,0.974135970144749,0.9999,0.9915041620016,0.9999,0.9999,0.9999,,,,,,,,,
fc,efficientnetb3,colorectal_histology,0.316095093003987,0.90524756448681,0.994214589224823,,,,,,,,,,0.994620742681271,0.99182763559582,0.968648801416535,0.9999,0.99805822734171,0.9999,0.9999,0.9999,,,,,,,,,
fc_then_bn,efficientnetb3,colorectal_histology,0.145609498023987,0.945333361625671,0.997123822569847,,,,,,,,,,0.999493479728699,0.994573652744293,0.986551105976105,0.999653160572052,0.997010767459869,1,0.999787271022797,0.999921143054962,,,,,,,,,
fc_then_bn,efficientnetb3,colorectal_histology,0.151399003879098,0.945034787276579,0.989505359447041,,,,,,,,,,0.988079297657601,0.993253592531866,0.984933096625537,0.995613173375543,0.981703715990608,0.99114132816271,0.99608450707219,0.996417357934484,,,,,,,,,
fc_then_bn,efficientnetb3,colorectal_histology,0.149403546512331,0.94343812730117,0.992216789425651,,,,,,,,,,0.998584251451136,0.981128795469154,0.982283011933381,0.992780352749724,0.993524239850984,0.998608602891098,0.991976385084921,0.999052982864782,,,,,,,,,
random_weights_bn_and_fc,efficientnetb3,colorectal_histology,1.11002826690674,0.5,0.883998766541481,,,,,,,,,,0.868657350540161,0.861115396022797,0.801228761672974,0.915777385234833,0.890400052070618,0.741977453231812,0.995793879032135,0.99703985452652,,,,,,,,,
random_weights_bn_and_fc,efficientnetb3,colorectal_histology,1.13296332678983,0.443137259525326,0.878403239600979,,,,,,,,,,0.854500543108718,0.842091914093427,0.763122510240174,0.899696945707306,0.831064648017212,0.732464518533759,0.970853428559857,0.974363159243451,,,,,,,,,
random_weights_bn_and_fc,efficientnetb3,colorectal_histology,1.14451994717624,0.49448006697776,0.874500694057951,,,,,,,,,,0.832254544631573,0.857761291327387,0.797925132711662,0.907222604545398,0.864396662293773,0.739645604462281,0.942802014557463,0.977350180464209,,,,,,,,,
fc_then_bn_lr,efficientnetb3,colorectal_histology,0.252664297819138,0.913333356380463,0.993180498480797,,,,,,,,,,0.996094942092896,0.98845374584198,0.970967411994934,0.997307360172272,0.993497252464294,0.999731302261352,0.999549806118012,0.999842166900635,,,,,,,,,
fc_then_bn_lr,efficientnetb3,colorectal_histology,0.252536014033994,0.9161414236187,0.9999,,,,,,,,,,0.999417143412075,0.989583058746438,0.976738317242364,0.9999,0.9999,0.9999,0.9999,0.9999,,,,,,,,,
fc_then_bn_lr,efficientnetb3,colorectal_histology,0.250404702816988,0.926814699487942,0.99865212491778,,,,,,,,,,0.9999,0.98920715784722,0.970977411809332,0.997416122787181,0.998735545606583,0.9999,0.9999,0.9999,,,,,,,,,
moving_bn_and_fc,efficientnetb3,colorectal_histology,0.516126811504364,0.821333348751068,0.976976253092289,,,,,,,,,,0.977461516857147,0.967667102813721,0.947884202003479,0.9902703166008,0.940591037273407,0.993585407733917,0.998666167259216,0.999684274196625,,,,,,,,,
moving_bn_and_fc,efficientnetb3,colorectal_histology,0.504574109864751,0.822483183839705,0.978350310410655,,,,,,,,,,0.983327236486246,0.979228084528744,0.948723039072961,0.994956238391298,0.948375623998463,0.9999,0.9999,0.9999,,,,,,,,,
moving_bn_and_fc,efficientnetb3,colorectal_histology,0.520912394827473,0.82096674164663,0.968138605828306,,,,,,,,,,0.969979176449875,0.959711583184726,0.942277705505832,0.975245152297605,0.938525547928338,0.991763225138261,0.996003258344523,0.989570861436676,,,,,,,,,
random_weights_bn_and_fc,efficientnetb3,colorectal_histology,0.826789557933807,0.670666694641113,0.940852954983711,,,,,,,,,,0.926805913448334,0.928321301937103,0.880668044090271,0.93797093629837,0.908327519893646,0.95052969455719,0.996710360050201,0.997489869594574,,,,,,,,,
random_weights_bn_and_fc,efficientnetb3,colorectal_histology,0.828329264130739,0.618804608895375,0.911063803092408,,,,,,,,,,0.924744057090662,0.921548070676379,0.834115585437482,0.916506607566919,0.871521360666113,0.944369570724558,0.951397626213564,0.963551491705049,,,,,,,,,
random_weights_bn_and_fc,efficientnetb3,colorectal_histology,0.858148280650245,0.635116896106144,0.937958422198211,,,,,,,,,,0.863954396335438,0.91059224985692,0.844884984665854,0.935679237166132,0.894964914199198,0.907897931512832,0.948322974377732,0.977613231187494,,,,,,,,,
bn_and_fc,efficientnetb3,colorectal_histology,0.160564824938774,0.948000013828278,0.996903382241726,,,,,,,,,,0.999115884304047,0.995570540428162,0.985195338726044,0.999240159988403,0.9964160323143,0.999947965145111,0.999819993972778,0.999921143054962,,,,,,,,,
bn_and_fc,efficientnetb3,colorectal_histology,0.147181512230378,0.954492242754948,0.9999,,,,,,,,,,0.9999,0.997269907500891,0.989835001660126,0.9999,0.997494021211801,0.9999,0.9999,0.9999,,,,,,,,,
bn_and_fc,efficientnetb3,colorectal_histology,0.156195409063809,0.948346753165196,0.9999,,,,,,,,,,0.9999,0.999303610475348,0.985373140592104,0.9999,0.9999,0.9999,0.9999,0.9999,,,,,,,,,
random_weights_bn_training_and_fc,efficientnetb3,colorectal_histology,1.6830461025238,0.388000011444092,0.779442653059959,,,,,,,,,,0.77399754524231,0.645715177059174,0.717138290405273,0.900109052658081,0.548758924007416,0.715564906597137,0.934951961040497,0.999305367469788,,,,,,,,,
random_weights_bn_training_and_fc,efficientnetb3,colorectal_histology,1.73502533227969,0.375405742908104,0.758749974970057,,,,,,,,,,0.715057382635424,0.640002626463042,0.710803902148321,0.886190317805272,0.503706862169622,0.693299654996566,0.917954226644396,0.991730875327833,,,,,,,,,
random_weights_bn_training_and_fc,efficientnetb3,colorectal_histology,1.69311915536833,0.385209107255996,0.754427836309995,,,,,,,,,,0.772916506059797,0.612145019887846,0.678805833264054,0.893722247056377,0.502022651105331,0.691522609225342,0.894735406503751,0.993041740322175,,,,,,,,,
fc_then_full,resnet50v2,patch_camelyon17_small,0.326423287391663,0.880726536115011,0.946172336737315,0.290762454271316,0.884228408336639,0.958167135715485,0.286180675029755,0.897147715091705,0.958605110645294,0.402326732873917,0.860803484916687,0.921744763851166,,,,,,,,,,,,,,,,,
fc,resnet50v2,patch_camelyon17_small,0.464580744504929,0.828510721524557,0.897437214851379,0.406572759151459,0.83903694152832,0.912863731384277,0.399801164865494,0.849201679229736,0.918400883674622,0.587368309497833,0.797293543815613,0.861047029495239,,,,,,,,,,,,,,,,,
fc_then_full,resnet50v2,patch_camelyon17_small,0.315042783816655,0.881737411022186,0.943799257278442,0.25231146812439,0.899841845035553,0.960393965244293,0.29939267039299,0.886307537555695,0.954985082149506,0.393424212932587,0.859062850475311,0.916018724441528,,,,,,,,,,,,,,,,,
fc,resnet50v2,patch_camelyon17_small,0.451475193103155,0.833051979541779,0.900596658388774,0.393385618925095,0.843091726303101,0.914525866508484,0.400933027267456,0.851600170135498,0.921885311603546,0.560106933116913,0.804464042186737,0.865378797054291,,,,,,,,,,,,,,,,,
fc_then_full,resnet50v2,patch_camelyon17_small,0.351543883482615,0.87836354970932,0.942036251227061,0.303640723228455,0.886112809181213,0.949748516082764,0.291135787963867,0.895783841609955,0.956545829772949,0.459855139255524,0.853193998336792,0.91981440782547,,,,,,,,,,,,,,,,,
fc,resnet50v2,patch_camelyon17_small,0.497560501098633,0.822840869426727,0.89061955610911,0.432970702648163,0.839171528816223,0.899437487125397,0.43527889251709,0.839913487434387,0.909299612045288,0.624431908130646,0.789437592029572,0.863121569156647,,,,,,,,,,,,,,,,,
fc_then_bn,resnet50v2,patch_camelyon17_small,0.3531806965669,0.873820920785268,0.938748935858409,0.305437356233597,0.886567056179047,0.953849017620087,0.319859057664871,0.882980227470398,0.950619101524353,0.434245675802231,0.85191547870636,0.911778688430786,,,,,,,,,,,,,,,,,
fc_then_bn,resnet50v2,patch_camelyon17_small,0.355426546049529,0.86806401727786,0.937461681045223,0.30676722417614,0.885006878898318,0.946693579580092,0.32625247818671,0.878627758465809,0.949152485341476,0.438218621625628,0.847234760656109,0.904724724243955,,,,,,,,,,,,,,,,,
fc_then_bn,resnet50v2,patch_camelyon17_small,0.337898644535148,0.879288590962479,0.944670756119229,0.30486348615867,0.887142546523222,0.955151402403369,0.317995815613061,0.883124946886355,0.951002524041968,0.431460631289468,0.860563014274083,0.913794489692379,,,,,,,,,,,,,,,,,
random_weights_bn_training_and_fc,resnet50v2,patch_camelyon17_small,0.723557353019714,0.606706460316976,0.722379883130391,0.578543305397034,0.707685589790344,0.790014445781708,1.02786111831665,0.397065401077271,0.529635369777679,0.564267635345459,0.715368390083313,0.847489833831787,,,,,,,,,,,,,,,,,
random_weights_bn_training_and_fc,resnet50v2,patch_camelyon17_small,0.743070995467921,0.5767494678733,0.684201183191557,0.584682065038665,0.700978343166688,0.757873049370107,1.06046997299224,0.36503433079044,0.523298359942878,0.635935554645484,0.711277214790618,0.806411421675387,,,,,,,,,,,,,,,,,
random_weights_bn_training_and_fc,resnet50v2,patch_camelyon17_small,0.773437819048898,0.560958804365797,0.693969055597449,0.60470672479732,0.693018578797908,0.780633559504143,1.02862925505075,0.386913628547383,0.512425181198465,0.58493492066247,0.688433975892653,0.823687732040566,,,,,,,,,,,,,,,,,
moving_bn_and_fc,resnet50v2,patch_camelyon17_small,0.675764540831248,0.75056928396225,0.865233580271403,0.5768181681633,0.796974897384644,0.886812686920166,0.69797956943512,0.715604186058044,0.846178710460663,0.752495884895325,0.739128768444061,0.86270934343338,,,,,,,,,,,,,,,,,
moving_bn_and_fc,resnet50v2,patch_camelyon17_small,0.666760918861246,0.751085365040809,0.87367804383935,0.573305149177549,0.803594195462282,0.893349993510944,0.686863167527356,0.720609885289555,0.848874785545977,0.743813874332365,0.743989608627923,0.866397318950132,,,,,,,,,,,,,,,,,
moving_bn_and_fc,resnet50v2,patch_camelyon17_small,0.682517187940643,0.748592605903332,0.85735273795368,0.589646103758533,0.796390503019026,0.881371347117218,0.705738253567706,0.709990399884563,0.841722417632114,0.754721854269714,0.733371677414619,0.860225099603639,,,,,,,,,,,,,,,,,
random_weights_bn_and_fc,resnet50v2,patch_camelyon17_small,0.669165352980296,0.669535974661509,0.83782035112381,0.60044127702713,0.68312132358551,0.927107095718384,0.888044655323029,0.542326033115387,0.677445352077484,0.519010126590729,0.78316056728363,0.908908605575562,,,,,,,,,,,,,,,,,
random_weights_bn_and_fc,resnet50v2,patch_camelyon17_small,0.69293049743618,0.574847810432431,0.77116091457064,0.623016549716676,0.645338215342553,0.918528962721126,0.980256015456345,0.530397233493151,0.660407568938883,0.541826031983898,0.728530423348605,0.891052126708852,,,,,,,,,,,,,,,,,
random_weights_bn_and_fc,resnet50v2,patch_camelyon17_small,0.686460935040569,0.652457973520525,0.821719573412209,0.638570130796207,0.674987420596374,0.922893698249628,0.952581795132788,0.527654534426703,0.667059077119076,0.525106805763086,0.772125557002689,0.897883154975006,,,,,,,,,,,,,,,,,
bn_and_fc,resnet50v2,patch_camelyon17_small,0.384652813275655,0.863351027170817,0.930284321308136,0.353240042924881,0.876118838787079,0.942062199115753,0.350241482257843,0.857020258903503,0.937410771846771,0.450476914644241,0.856913983821869,0.911379992961884,,,,,,,,,,,,,,,,,
bn_and_fc,resnet50v2,patch_camelyon17_small,0.331977834304174,0.879571855068207,0.942092100779215,0.279490947723389,0.895938515663147,0.957569599151611,0.297302842140198,0.890645921230316,0.953527927398682,0.419139713048935,0.852131128311157,0.915178775787354,,,,,,,,,,,,,,,,,
bn_and_fc,resnet50v2,patch_camelyon17_small,0.371242036422094,0.867705921332041,0.931020935376485,0.337977588176727,0.875984251499176,0.944052040576935,0.319539844989777,0.881287157535553,0.944124698638916,0.456208676099777,0.845846354961395,0.904886066913605,,,,,,,,,,,,,,,,,
random_weights_bn_training_and_fc,resnet50v2,patch_camelyon17_small,0.640885730584462,0.655556082725525,0.702553311983744,0.64006644487381,0.619254350662231,0.771033883094788,0.701701700687408,0.606567621231079,0.527643620967865,0.580889046192169,0.740846276283264,0.80898243188858,,,,,,,,,,,,,,,,,
